state_region,constituency,voters_elig,votes_cast,votes_adv,votes_total,votes_invalid,votes_lost,invalid_total,valid_total,turnout,party,party_votes,party_percent
Chin State,Hakha,29211,19944,1196,21140,806,65,871,20269,72.37%,National League for Democracy (NLD),10605,52.32%
Chin State,Hakha,29211,19944,1196,21140,806,65,871,20269,72.37%,Chin League for Democracy,1351,6.67%
Chin State,Thantlang,27902,22397,1224,23621,999,65,1064,22557,84.66%,Chin National Democratic Party,5693,25.24%
Chin State,Thantlang,27902,22397,1224,23621,999,65,1064,22557,84.66%,Chin League for Democracy,1270,5.63%
Chin State,Thantlang,27902,22397,1224,23621,999,65,1064,22557,84.66%,National League for Democracy (NLD),8746,38.77%
Chin State,Thantlang,27902,22397,1224,23621,999,65,1064,22557,84.66%,Union Solidarity and Development Party (USDP),6848,30.36%
Chin State,Tedim,45813,32252,2778,35030,1952,105,2057,32973,76.46%,Zomi Congress for Democracy,14967,45.39%
Chin State,Tedim,45813,32252,2778,35030,1952,105,2057,32973,76.46%,National Unity Party (NUP),823,2.50%
Chin State,Tedim,45813,32252,2778,35030,1952,105,2057,32973,76.46%,Chin National Democratic Party,2058,6.24%
Chin State,Tedim,45813,32252,2778,35030,1952,105,2057,32973,76.46%,Chin Progressive Party,860,2.61%
Chin State,Tedim,45813,32252,2778,35030,1952,105,2057,32973,76.46%,Union Solidarity and Development Party (USDP),10239,31.05%
Chin State,Tedim,45813,32252,2778,35030,1952,105,2057,32973,76.46%,Chin League for Democracy,4026,12.21%
Chin State,Tonzang,15916,11406,926,12332,406,10,416,11916,77.48%,Zomi Congress for Democracy,4228,35.48%
Chin State,Tonzang,15916,11406,926,12332,406,10,416,11916,77.48%,Zo National Region Development Party,541,4.54%
Chin State,Tonzang,15916,11406,926,12332,406,10,416,11916,77.48%,Chin National Democratic Party,1025,8.60%
Chin State,Tonzang,15916,11406,926,12332,406,10,416,11916,77.48%,National League for Democracy (NLD),3702,31.07%
Chin State,Tonzang,15916,11406,926,12332,406,10,416,11916,77.48%,Union Solidarity and Development Party (USDP),2420,20.31%
Chin State,Mindat,25885,18190,1719,19909,1075,1,1076,18833,76.91%,Union Solidarity and Development Party (USDP),6192,32.88%
Chin State,Mindat,25885,18190,1719,19909,1075,1,1076,18833,76.91%,National League for Democracy (NLD),8206,43.57%
Chin State,Mindat,25885,18190,1719,19909,1075,1,1076,18833,76.91%,Chin League for Democracy,1071,5.69%
Chin State,Mindat,25885,18190,1719,19909,1075,1,1076,18833,76.91%,Chin National Democratic Party,3364,17.86%
Chin State,Matupi,31762,23062,2434,25496,1029,10,1039,24457,80.27%,Union Solidarity and Development Party (USDP),7000,28.62%
Chin State,Matupi,31762,23062,2434,25496,1029,10,1039,24457,80.27%,Chin National Democratic Party,1849,7.56%
Chin State,Matupi,31762,23062,2434,25496,1029,10,1039,24457,80.27%,National League for Democracy (NLD),8481,34.68%
Chin State,Matupi,31762,23062,2434,25496,1029,10,1039,24457,80.27%,Chin League for Democracy,6763,27.65%
Chin State,Matupi,31762,23062,2434,25496,1029,10,1039,24457,80.27%,National Unity Party (NUP),364,1.49%
Chin State,Kanpetlet,11484,8913,750,9663,479,0,479,9184,84.14%,National League for Democracy (NLD),3484,37.94%
Chin State,Kanpetlet,11484,8913,750,9663,479,0,479,9184,84.14%,Chin National Democratic Party,1515,16.50%
Chin State,Kanpetlet,11484,8913,750,9663,479,0,479,9184,84.14%,Chin League for Democracy,750,8.17%
Chin State,Kanpetlet,11484,8913,750,9663,479,0,479,9184,84.14%,Union Solidarity and Development Party (USDP),3435,37.40%
Chin State,Paletwa,55328,44565,2740,47305,2654,11,2665,44640,85.50%,Khumi (Khami) National Party,5694,12.76%
Chin State,Paletwa,55328,44565,2740,47305,2654,11,2665,44640,85.50%,National League for Democracy (NLD),21215,47.52%
Chin State,Paletwa,55328,44565,2740,47305,2654,11,2665,44640,85.50%,Chin National Democratic Party,1685,3.77%
Chin State,Paletwa,55328,44565,2740,47305,2654,11,2665,44640,85.50%,Arakan National Party,7261,16.27%
Chin State,Paletwa,55328,44565,2740,47305,2654,11,2665,44640,85.50%,United Democratic Party (UDP),793,1.78%
Chin State,Paletwa,55328,44565,2740,47305,2654,11,2665,44640,85.50%,Chin Progressive Party,1994,4.47%
Chin State,Paletwa,55328,44565,2740,47305,2654,11,2665,44640,85.50%,Union Solidarity and Development Party (USDP),5360,12.01%
Chin State,Paletwa,55328,44565,2740,47305,2654,11,2665,44640,85.50%,National Unity Party (NUP),638,1.43%
Sagaing Region,Sagaing,221336,159632,8986,168618,7061,518,7579,161039,76.18%,Myanmar Farmer Development Party,1623,1.01%
Sagaing Region,Sagaing,221336,159632,8986,168618,7061,518,7579,161039,76.18%,Union Solidarity and Development Party (USDP),43279,26.87%
Sagaing Region,Sagaing,221336,159632,8986,168618,7061,518,7579,161039,76.18%,National League for Democracy (NLD),113202,70.29%
Sagaing Region,Sagaing,221336,159632,8986,168618,7061,518,7579,161039,76.18%,Peace for Diversity Party,366,0.23%
Sagaing Region,Sagaing,221336,159632,8986,168618,7061,518,7579,161039,76.18%,The 88 Generation Students Youth (Union of Myanmar),2569,1.60%
Sagaing Region,Myinmu,85966,61811,2573,64384,3086,30,3116,61268,74.89%,National League for Democracy (NLD),43724,71.37%
Sagaing Region,Myinmu,85966,61811,2573,64384,3086,30,3116,61268,74.89%,National Unity Party (NUP),3362,5.49%
Sagaing Region,Myinmu,85966,61811,2573,64384,3086,30,3116,61268,74.89%,Union Solidarity and Development Party (USDP),14182,23.15%
Sagaing Region,Myaung,81693,61539,4375,65914,3086,30,3116,62798,80.69%,Myanmar Farmer Development Party,1337,2.13%
Sagaing Region,Myaung,81693,61539,4375,65914,3086,30,3116,62798,80.69%,National League for Democracy (NLD),48665,77.49%
Sagaing Region,Myaung,81693,61539,4375,65914,3086,30,3116,62798,80.69%,Union Solidarity and Development Party (USDP),12796,20.38%
Sagaing Region,Shwebo,208016,136113,8470,144583,7580,98,7678,136905,69.51%,New Society Party,2179,1.59%
Sagaing Region,Shwebo,208016,136113,8470,144583,7580,98,7678,136905,69.51%,National Unity Party (NUP),1555,1.14%
Sagaing Region,Shwebo,208016,136113,8470,144583,7580,98,7678,136905,69.51%,Individual,854,0.62%
Sagaing Region,Shwebo,208016,136113,8470,144583,7580,98,7678,136905,69.51%,Union Solidarity and Development Party (USDP),28810,21.04%
Sagaing Region,Shwebo,208016,136113,8470,144583,7580,98,7678,136905,69.51%,National League for Democracy (NLD),99758,72.87%
Sagaing Region,Shwebo,208016,136113,8470,144583,7580,98,7678,136905,69.51%,National Development Party,3749,2.74%
Sagaing Region,Khin-U,113384,78360,4985,83345,4514,84,4598,78747,73.51%,Myanmar Farmer Development Party,1626,2.06%
Sagaing Region,Khin-U,113384,78360,4985,83345,4514,84,4598,78747,73.51%,National Development Party,1697,2.16%
Sagaing Region,Khin-U,113384,78360,4985,83345,4514,84,4598,78747,73.51%,National League for Democracy (NLD),55489,70.46%
Sagaing Region,Khin-U,113384,78360,4985,83345,4514,84,4598,78747,73.51%,Union Solidarity and Development Party (USDP),19935,25.32%
Sagaing Region,Wetlet,175890,109665,5749,115414,5797,64,5861,109553,65.62%,National League for Democracy (NLD),86819,79.25%
Sagaing Region,Wetlet,175890,109665,5749,115414,5797,64,5861,109553,65.62%,National Development Party,2193,2.00%
Sagaing Region,Wetlet,175890,109665,5749,115414,5797,64,5861,109553,65.62%,Union Solidarity and Development Party (USDP),20541,18.75%
Sagaing Region,Kanbalu,202694,140592,5194,145786,7724,20,7744,138042,71.92%,United Democratic Party (UDP),1933,1.40%
Sagaing Region,Kanbalu,202694,140592,5194,145786,7724,20,7744,138042,71.92%,National Development Party,3555,2.58%
Sagaing Region,Kanbalu,202694,140592,5194,145786,7724,20,7744,138042,71.92%,National Unity Party (NUP),3856,2.79%
Sagaing Region,Kanbalu,202694,140592,5194,145786,7724,20,7744,138042,71.92%,National League for Democracy (NLD),80345,58.20%
Sagaing Region,Kanbalu,202694,140592,5194,145786,7724,20,7744,138042,71.92%,Union Solidarity and Development Party (USDP),48353,35.03%
Sagaing Region,Kyunhla,66454,47795,2952,50747,2396,20,2416,48331,76.36%,Union Solidarity and Development Party (USDP),10512,21.75%
Sagaing Region,Kyunhla,66454,47795,2952,50747,2396,20,2416,48331,76.36%,Individual,2258,4.67%
Sagaing Region,Kyunhla,66454,47795,2952,50747,2396,20,2416,48331,76.36%,National League for Democracy (NLD),33828,69.99%
Sagaing Region,Kyunhla,66454,47795,2952,50747,2396,20,2416,48331,76.36%,National Unity Party (NUP),996,2.06%
Sagaing Region,Kyunhla,66454,47795,2952,50747,2396,20,2416,48331,76.36%,United Democratic Party (UDP),237,0.49%
Sagaing Region,Ye-U,97582,68701,4412,73113,3134,8,3142,69971,74.92%,National Unity Party (NUP),2284,3.26%
Sagaing Region,Ye-U,97582,68701,4412,73113,3134,8,3142,69971,74.92%,National League for Democracy (NLD),47468,67.84%
Sagaing Region,Ye-U,97582,68701,4412,73113,3134,8,3142,69971,74.92%,United Democratic Party (UDP),333,0.48%
Sagaing Region,Ye-U,97582,68701,4412,73113,3134,8,3142,69971,74.92%,Myanmar Farmer Development Party,621,0.89%
Sagaing Region,Ye-U,97582,68701,4412,73113,3134,8,3142,69971,74.92%,Union Solidarity and Development Party (USDP),19265,27.53%
Sagaing Region,Tabayin,115560,78711,6244,84955,4430,5,4435,80520,73.52%,Myanmar Farmer Development Party,413,0.51%
Sagaing Region,Tabayin,115560,78711,6244,84955,4430,5,4435,80520,73.52%,National Unity Party (NUP),539,0.67%
Sagaing Region,Tabayin,115560,78711,6244,84955,4430,5,4435,80520,73.52%,Union Solidarity and Development Party (USDP),17661,21.93%
Sagaing Region,Tabayin,115560,78711,6244,84955,4430,5,4435,80520,73.52%,National League for Democracy (NLD),61472,76.34%
Sagaing Region,Tabayin,115560,78711,6244,84955,4430,5,4435,80520,73.52%,National Development Party,435,0.54%
Sagaing Region,Taze,137955,89439,5116,94555,4719,79,4798,89757,68.54%,United Democratic Party (UDP),623,0.69%
Sagaing Region,Taze,137955,89439,5116,94555,4719,79,4798,89757,68.54%,Union Solidarity and Development Party (USDP),22255,24.79%
Sagaing Region,Taze,137955,89439,5116,94555,4719,79,4798,89757,68.54%,Myanmar Farmer Development Party,2113,2.35%
Sagaing Region,Taze,137955,89439,5116,94555,4719,79,4798,89757,68.54%,National League for Democracy (NLD),63758,71.03%
Sagaing Region,Taze,137955,89439,5116,94555,4719,79,4798,89757,68.54%,National Unity Party (NUP),1008,1.12%
Sagaing Region,Monywa,259470,184963,15491,200454,4218,109,4327,196127,77.26%,National League for Democracy (NLD),167865,85.59%
Sagaing Region,Monywa,259470,184963,15491,200454,4218,109,4327,196127,77.26%,National Unity Party (NUP),2452,1.25%
Sagaing Region,Monywa,259470,184963,15491,200454,4218,109,4327,196127,77.26%,Union Solidarity and Development Party (USDP),24246,12.36%
Sagaing Region,Monywa,259470,184963,15491,200454,4218,109,4327,196127,77.26%,Myanmar Farmer Development Party,1564,0.80%
Sagaing Region,Budalin,105915,68217,4427,72644,3749,44,3793,68851,68.59%,Union Solidarity and Development Party (USDP),18112,26.31%
Sagaing Region,Budalin,105915,68217,4427,72644,3749,44,3793,68851,68.59%,National League for Democracy (NLD),50739,73.69%
Sagaing Region,Ayadaw,126482,93257,3027,96284,4927,120,5047,91237,76.12%,Union Solidarity and Development Party (USDP),19386,21.25%
Sagaing Region,Ayadaw,126482,93257,3027,96284,4927,120,5047,91237,76.12%,National League for Democracy (NLD),67717,74.22%
Sagaing Region,Ayadaw,126482,93257,3027,96284,4927,120,5047,91237,76.12%,National Unity Party (NUP),2470,2.71%
Sagaing Region,Ayadaw,126482,93257,3027,96284,4927,120,5047,91237,76.12%,Myanmar Farmer Development Party,1664,1.82%
Sagaing Region,Chaung-U,80825,59598,4156,63754,2298,43,2341,61413,78.88%,National Democratic Force (NDF),831,1.35%
Sagaing Region,Chaung-U,80825,59598,4156,63754,2298,43,2341,61413,78.88%,Union Solidarity and Development Party (USDP),15055,24.51%
Sagaing Region,Chaung-U,80825,59598,4156,63754,2298,43,2341,61413,78.88%,National Development Party,890,1.45%
Sagaing Region,Chaung-U,80825,59598,4156,63754,2298,43,2341,61413,78.88%,National Unity Party (NUP),804,1.31%
Sagaing Region,Chaung-U,80825,59598,4156,63754,2298,43,2341,61413,78.88%,Myanmar Farmer Development Party,298,0.49%
Sagaing Region,Chaung-U,80825,59598,4156,63754,2298,43,2341,61413,78.88%,National League for Democracy (NLD),43535,70.89%
Sagaing Region,Yinmarbin,111838,75474,4346,79820,5416,8,5424,74396,71.37%,New Society Party,1099,1.48%
Sagaing Region,Yinmarbin,111838,75474,4346,79820,5416,8,5424,74396,71.37%,National Development Party,1544,2.08%
Sagaing Region,Yinmarbin,111838,75474,4346,79820,5416,8,5424,74396,71.37%,Union Solidarity and Development Party (USDP),14910,20.04%
Sagaing Region,Yinmarbin,111838,75474,4346,79820,5416,8,5424,74396,71.37%,National League for Democracy (NLD),55309,74.34%
Sagaing Region,Yinmarbin,111838,75474,4346,79820,5416,8,5424,74396,71.37%,National Unity Party (NUP),1534,2.06%
Sagaing Region,Kani,99095,72382,5533,77915,4383,0,4383,73532,78.63%,Union Solidarity and Development Party (USDP),15832,21.53%
Sagaing Region,Kani,99095,72382,5533,77915,4383,0,4383,73532,78.63%,National League for Democracy (NLD),57700,78.47%
Sagaing Region,Salingyi,99111,70861,4249,75110,2948,150,3098,72012,75.78%,National Development Party,1697,2.36%
Sagaing Region,Salingyi,99111,70861,4249,75110,2948,150,3098,72012,75.78%,Union Solidarity and Development Party (USDP),12147,16.87%
Sagaing Region,Salingyi,99111,70861,4249,75110,2948,150,3098,72012,75.78%,National Unity Party (NUP),1318,1.83%
Sagaing Region,Salingyi,99111,70861,4249,75110,2948,150,3098,72012,75.78%,New Society Party,447,0.62%
Sagaing Region,Salingyi,99111,70861,4249,75110,2948,150,3098,72012,75.78%,National League for Democracy (NLD),56403,78.32%
Sagaing Region,Pale,113977,85147,4462,89609,3696,201,3897,85712,78.62%,Union Solidarity and Development Party (USDP),30328,35.38%
Sagaing Region,Pale,113977,85147,4462,89609,3696,201,3897,85712,78.62%,National League for Democracy (NLD),54749,63.88%
Sagaing Region,Pale,113977,85147,4462,89609,3696,201,3897,85712,78.62%,National Development Party,635,0.74%
Sagaing Region,Katha,101815,72098,3575,75673,4271,32,4303,71370,74.32%,National Unity Party (NUP),4741,6.64%
Sagaing Region,Katha,101815,72098,3575,75673,4271,32,4303,71370,74.32%,United Democratic Party (UDP),857,1.20%
Sagaing Region,Katha,101815,72098,3575,75673,4271,32,4303,71370,74.32%,Shan Nationalities League for Democracy (SNLD),1225,1.72%
Sagaing Region,Katha,101815,72098,3575,75673,4271,32,4303,71370,74.32%,Union Solidarity and Development Party (USDP),21540,30.18%
Sagaing Region,Katha,101815,72098,3575,75673,4271,32,4303,71370,74.32%,National League for Democracy (NLD),43007,60.26%
Sagaing Region,Indaw,80569,59602,3551,63153,3877,25,3902,59251,78.38%,Union Solidarity and Development Party (USDP),12408,20.94%
Sagaing Region,Indaw,80569,59602,3551,63153,3877,25,3902,59251,78.38%,National Unity Party (NUP),6733,11.36%
Sagaing Region,Indaw,80569,59602,3551,63153,3877,25,3902,59251,78.38%,National League for Democracy (NLD),39112,66.01%
Sagaing Region,Indaw,80569,59602,3551,63153,3877,25,3902,59251,78.38%,Shan Nationalities League for Democracy (SNLD),998,1.68%
Sagaing Region,Tigyaing,82732,59919,3888,63807,3621,30,3651,60156,77.12%,Union Solidarity and Development Party (USDP),18470,30.70%
Sagaing Region,Tigyaing,82732,59919,3888,63807,3621,30,3651,60156,77.12%,Individual,643,1.07%
Sagaing Region,Tigyaing,82732,59919,3888,63807,3621,30,3651,60156,77.12%,National Unity Party (NUP),2683,4.46%
Sagaing Region,Tigyaing,82732,59919,3888,63807,3621,30,3651,60156,77.12%,National League for Democracy (NLD),37998,63.17%
Sagaing Region,Tigyaing,82732,59919,3888,63807,3621,30,3651,60156,77.12%,Shan Nationalities League for Democracy (SNLD),362,0.60%
Sagaing Region,Banmauk,61851,47684,2285,49969,4595,17,4612,45357,80.79%,National League for Democracy (NLD),22863,50.41%
Sagaing Region,Banmauk,61851,47684,2285,49969,4595,17,4612,45357,80.79%,Union Solidarity and Development Party (USDP),14460,31.88%
Sagaing Region,Banmauk,61851,47684,2285,49969,4595,17,4612,45357,80.79%,Tai-Leng Nationalities Development Party (T.N.D.P),2759,6.08%
Sagaing Region,Banmauk,61851,47684,2285,49969,4595,17,4612,45357,80.79%,National Unity Party (NUP),3051,6.73%
Sagaing Region,Banmauk,61851,47684,2285,49969,4595,17,4612,45357,80.79%,Shan Nationalities League for Democracy (SNLD),1707,3.76%
Sagaing Region,Banmauk,61851,47684,2285,49969,4595,17,4612,45357,80.79%,United Democratic Party (UDP),517,1.14%
Sagaing Region,Kawlin,104939,81113,3528,84641,3986,32,4018,80623,80.66%,Shan Nationalities League for Democracy (SNLD),673,0.83%
Sagaing Region,Kawlin,104939,81113,3528,84641,3986,32,4018,80623,80.66%,Union Solidarity and Development Party (USDP),15067,18.69%
Sagaing Region,Kawlin,104939,81113,3528,84641,3986,32,4018,80623,80.66%,National League for Democracy (NLD),61223,75.94%
Sagaing Region,Kawlin,104939,81113,3528,84641,3986,32,4018,80623,80.66%,National Democratic Force (NDF),1791,2.22%
Sagaing Region,Kawlin,104939,81113,3528,84641,3986,32,4018,80623,80.66%,National Unity Party (NUP),1869,2.32%
Sagaing Region,Wuntho,49844,36606,3420,40026,2003,22,2025,38001,80.30%,Union Solidarity and Development Party (USDP),12497,32.89%
Sagaing Region,Wuntho,49844,36606,3420,40026,2003,22,2025,38001,80.30%,Individual,1149,3.02%
Sagaing Region,Wuntho,49844,36606,3420,40026,2003,22,2025,38001,80.30%,Shan Nationalities League for Democracy (SNLD),313,0.82%
Sagaing Region,Wuntho,49844,36606,3420,40026,2003,22,2025,38001,80.30%,United Democratic Party (UDP),693,1.82%
Sagaing Region,Wuntho,49844,36606,3420,40026,2003,22,2025,38001,80.30%,National League for Democracy (NLD),22335,58.77%
Sagaing Region,Wuntho,49844,36606,3420,40026,2003,22,2025,38001,80.30%,National Unity Party (NUP),1014,2.67%
Sagaing Region,Pinlebu,71884,53953,2564,56517,2374,228,2602,53915,78.62%,National Unity Party (NUP),2935,5.44%
Sagaing Region,Pinlebu,71884,53953,2564,56517,2374,228,2602,53915,78.62%,Tai-Leng Nationalities Development Party (T.N.D.P),1532,2.84%
Sagaing Region,Pinlebu,71884,53953,2564,56517,2374,228,2602,53915,78.62%,National League for Democracy (NLD),36215,67.17%
Sagaing Region,Pinlebu,71884,53953,2564,56517,2374,228,2602,53915,78.62%,Shan Nationalities League for Democracy (SNLD),1653,3.07%
Sagaing Region,Pinlebu,71884,53953,2564,56517,2374,228,2602,53915,78.62%,Union Solidarity and Development Party (USDP),11580,21.48%
Sagaing Region,Kale,235232,152763,10041,162804,7373,1867,9240,153564,69.21%,Zomi Congress for Democracy,7947,5.18%
Sagaing Region,Kale,235232,152763,10041,162804,7373,1867,9240,153564,69.21%,Myanmar Farmer Development Party,2998,1.95%
Sagaing Region,Kale,235232,152763,10041,162804,7373,1867,9240,153564,69.21%,Union Solidarity and Development Party (USDP),35156,22.89%
Sagaing Region,Kale,235232,152763,10041,162804,7373,1867,9240,153564,69.21%,National League for Democracy (NLD),103049,67.10%
Sagaing Region,Kale,235232,152763,10041,162804,7373,1867,9240,153564,69.21%,National Unity Party (NUP),4414,2.87%
Sagaing Region,Kalewa,39594,31290,1474,32764,1868,0,1868,30896,82.75%,National Unity Party (NUP),2346,7.59%
Sagaing Region,Kalewa,39594,31290,1474,32764,1868,0,1868,30896,82.75%,Union Solidarity and Development Party (USDP),13957,45.17%
